frame.number,frame.time_relative,ip.src,ip.dst,ip.proto,frame.len
"1488","71.155000000","10.8.0.2","122.13.172.153","17","96"
"1489","71.156000000","122.13.172.153","10.8.0.2","17","185"
"1490","71.234000000","122.13.172.153","10.8.0.2","17","184"
"1491","71.238000000","10.8.0.2","122.13.172.153","17","118"
"1492","71.318000000","122.13.172.153","10.8.0.2","17","201"
"1493","71.328000000","10.8.0.2","122.13.172.153","17","120"
"1494","71.330000000","54.154.242.135","10.8.0.2","6","99"
"1495","71.331000000","10.8.0.2","54.154.242.135","6","68"
"1496","71.394000000","122.13.172.153","10.8.0.2","17","203"
"1497","71.404000000","10.8.0.2","122.13.172.153","17","96"
"1498","71.473000000","122.13.172.153","10.8.0.2","17","179"
"1499","71.484000000","10.8.0.2","122.13.172.153","17","118"
"1500","71.558000000","122.13.172.153","10.8.0.2","17","317"
"1501","71.565000000","10.8.0.2","122.13.172.153","17","120"
"1502","71.640000000","122.13.172.153","10.8.0.2","17","339"
"1503","71.644000000","10.8.0.2","122.13.172.153","17","113"
"1504","71.679000000","10.8.0.2","122.13.172.153","17","406"
"1505","71.689000000","122.13.172.153","10.8.0.2","17","55"
"1506","71.717000000","122.13.172.153","10.8.0.2","17","287"
"1507","71.726000000","10.8.0.2","122.13.172.153","17","125"
"1508","71.799000000","122.13.172.153","10.8.0.2","17","342"
"1509","71.799000000","10.8.0.2","122.13.172.153","17","96"
"1510","71.873000000","122.13.172.153","10.8.0.2","17","363"
"1511","71.881000000","10.8.0.2","122.13.172.153","17","113"
"1512","71.955000000","122.13.172.153","10.8.0.2","17","303"
"1513","71.964000000","10.8.0.2","122.13.172.153","17","125"
"1514","72.039000000","122.13.172.153","10.8.0.2","17","287"
"1515","72.048000000","10.8.0.2","122.13.172.153","17","113"
"1516","72.119000000","122.13.172.153","10.8.0.2","17","397"
"1517","72.121000000","10.8.0.2","122.13.172.153","17","96"
"1518","72.202000000","10.8.0.2","122.13.172.153","17","125"
"1519","72.204000000","122.13.172.153","10.8.0.2","17","306"
"1520","72.281000000","10.8.0.2","122.13.172.153","17","113"
"1521","72.282000000","122.13.172.153","10.8.0.2","17","309"
"1522","72.355000000","122.13.172.153","10.8.0.2","17","326"
"1523","72.358000000","10.8.0.2","122.13.172.153","17","96"
"1524","72.443000000","10.8.0.2","122.13.172.153","17","125"
"1525","72.443000000","122.13.172.153","10.8.0.2","17","336"
"1526","72.513000000","122.13.172.153","10.8.0.2","17","298"
"1527","72.520000000","10.8.0.2","122.13.172.153","17","96"
"1528","72.596000000","10.8.0.2","122.13.172.153","17","113"
"1529","72.599000000","122.13.172.153","10.8.0.2","17","318"
"1530","72.683000000","122.13.172.153","10.8.0.2","17","351"
"1531","72.685000000","10.8.0.2","122.13.172.153","17","125"
"1532","72.756000000","122.13.172.153","10.8.0.2","17","314"
"1533","72.763000000","10.8.0.2","122.13.172.153","17","96"
"1534","72.842000000","10.8.0.2","122.13.172.153","17","113"
"1535","72.843000000","122.13.172.153","10.8.0.2","17","314"
"1536","72.916000000","122.13.172.153","10.8.0.2","17","299"
"1537","72.924000000","10.8.0.2","122.13.172.153","17","125"
"1538","72.997000000","122.13.172.153","10.8.0.2","17","334"
"1539","73.002000000","10.8.0.2","122.13.172.153","17","96"
"1540","73.082000000","122.13.172.153","10.8.0.2","17","323"
"1541","73.082000000","10.8.0.2","122.13.172.153","17","113"
"1542","73.161000000","10.8.0.2","122.13.172.153","17","108"
"1543","73.165000000","122.13.172.153","10.8.0.2","17","323"
"1544","73.242000000","122.13.172.153","10.8.0.2","17","296"
"1545","73.245000000","10.8.0.2","122.13.172.153","17","113"
"1546","73.315000000","10.8.0.2","122.13.172.153","17","96"
"1547","73.316000000","122.13.172.153","10.8.0.2","17","323"
"1548","73.404000000","122.13.172.153","10.8.0.2","17","352"
"1549","73.404000000","10.8.0.2","122.13.172.153","17","125"
"1550","73.477000000","122.13.172.153","10.8.0.2","17","319"
"1551","73.481000000","10.8.0.2","122.13.172.153","17","96"
"1552","73.555000000","122.13.172.153","10.8.0.2","17","267"
"1553","73.559000000","10.8.0.2","122.13.172.153","17","113"
"1554","73.636000000","122.13.172.153","10.8.0.2","17","205"
"1555","73.645000000","10.8.0.2","122.13.172.153","17","125"
"1556","73.680000000","10.8.0.2","122.13.172.153","17","406"
"1557","73.688000000","122.13.172.153","10.8.0.2","17","55"
"1558","73.718000000","122.13.172.153","10.8.0.2","17","181"
"1559","73.723000000","10.8.0.2","122.13.172.153","17","96"
"1560","73.807000000","10.8.0.2","122.13.172.153","17","120"
"1561","73.814000000","122.13.172.153","10.8.0.2","17","201"
"1562","73.885000000","10.8.0.2","122.13.172.153","17","101"
"1563","73.901000000","122.13.172.153","10.8.0.2","17","198"
"1564","73.965000000","10.8.0.2","122.13.172.153","17","113"
"1565","73.983000000","122.13.172.153","10.8.0.2","17","194"
"1566","74.041000000","10.8.0.2","122.13.172.153","17","103"
"1567","74.058000000","122.13.172.153","10.8.0.2","17","182"
"1568","74.119000000","10.8.0.2","122.13.172.153","17","118"
"1569","74.135000000","122.13.172.153","10.8.0.2","17","191"
"1570","74.195000000","10.8.0.2","122.13.172.153","17","96"
"1571","74.213000000","122.13.172.153","10.8.0.2","17","156"
"1572","74.284000000","10.8.0.2","122.13.172.153","17","120"
"1573","74.301000000","122.13.172.153","10.8.0.2","17","170"
"1574","74.359000000","10.8.0.2","122.13.172.153","17","101"
"1575","74.378000000","122.13.172.153","10.8.0.2","17","167"
"1576","74.448000000","10.8.0.2","122.13.172.153","17","120"
"1577","74.463000000","122.13.172.153","10.8.0.2","17","224"
"1578","74.520000000","10.8.0.2","122.13.172.153","17","96"
"1579","74.539000000","122.13.172.153","10.8.0.2","17","344"
"1580","74.603000000","10.8.0.2","122.13.172.153","17","118"
"1581","74.616000000","122.13.172.153","10.8.0.2","17","359"
"1582","74.688000000","10.8.0.2","122.13.172.153","17","120"
"1583","74.696000000","122.13.172.153","10.8.0.2","17","346"
"1584","74.760000000","10.8.0.2","122.13.172.153","17","96"
"1585","74.779000000","122.13.172.153","10.8.0.2","17","313"
"1586","74.842000000","10.8.0.2","122.13.172.153","17","118"
"1587","74.863000000","122.13.172.153","10.8.0.2","17","349"
"1588","74.918000000","10.8.0.2","122.13.172.153","17","103"
"1589","74.937000000","122.13.172.153","10.8.0.2","17","286"
"1590","75.005000000","10.8.0.2","122.13.172.153","17","113"
"1591","75.024000000","122.13.172.153","10.8.0.2","17","374"
"1592","75.078000000","10.8.0.2","122.13.172.153","17","101"
"1593","75.102000000","122.13.172.153","10.8.0.2","17","269"
"1594","75.164000000","10.8.0.2","122.13.172.153","17","120"
"1595","75.178000000","122.13.172.153","10.8.0.2","17","299"
"1596","75.251000000","10.8.0.2","122.13.172.153","17","113"
"1597","75.264000000","122.13.172.153","10.8.0.2","17","348"
"1598","75.321000000","10.8.0.2","122.13.172.153","17","101"
"1599","75.341000000","122.13.172.153","10.8.0.2","17","346"
"1600","75.402000000","10.8.0.2","122.13.172.153","17","120"
"1601","75.416000000","122.13.172.153","10.8.0.2","17","302"
"1602","75.484000000","10.8.0.2","122.13.172.153","17","113"
"1603","75.499000000","122.13.172.153","10.8.0.2","17","325"
"1604","75.517000000","10.8.0.2","183.236.60.120","6","114"
"1605","75.527000000","183.236.60.120","10.8.0.2","6","114"
"1606","75.528000000","10.8.0.2","183.236.60.120","6","68"
"1607","75.568000000","10.8.0.2","122.13.172.153","17","125"
"1608","75.582000000","122.13.172.153","10.8.0.2","17","287"
"1609","75.641000000","10.8.0.2","122.13.172.153","17","96"
"1610","75.652000000","122.13.172.153","10.8.0.2","17","314"
"1611","75.684000000","10.8.0.2","122.13.172.153","17","406"
"1612","75.693000000","122.13.172.153","10.8.0.2","17","55"
"1613","75.720000000","10.8.0.2","122.13.172.153","17","113"
"1614","75.734000000","122.13.172.153","10.8.0.2","17","309"
"1615","75.810000000","10.8.0.2","122.13.172.153","17","125"
"1616","75.823000000","122.13.172.153","10.8.0.2","17","331"
"1617","75.887000000","10.8.0.2","122.13.172.153","17","96"
"1618","75.893000000","122.13.172.153","10.8.0.2","17","304"
"1619","75.968000000","10.8.0.2","122.13.172.153","17","113"
"1620","75.986000000","122.13.172.153","10.8.0.2","17","365"
"1621","76.048000000","10.8.0.2","122.13.172.153","17","125"
"1622","76.058000000","122.13.172.153","10.8.0.2","17","348"
"1623","76.120000000","10.8.0.2","122.13.172.153","17","96"
"1624","76.144000000","122.13.172.153","10.8.0.2","17","318"
"1625","76.204000000","10.8.0.2","122.13.172.153","17","113"
"1626","76.215000000","122.13.172.153","10.8.0.2","17","329"
"1627","76.288000000","10.8.0.2","122.13.172.153","17","125"
"1628","76.294000000","122.13.172.153","10.8.0.2","17","299"
"1629","76.369000000","10.8.0.2","122.13.172.153","17","113"
"1630","76.381000000","122.13.172.153","10.8.0.2","17","375"
"1631","76.444000000","10.8.0.2","122.13.172.153","17","96"
"1632","76.461000000","54.154.242.135","10.8.0.2","6","68"
"1633","76.466000000","122.13.172.153","10.8.0.2","17","339"
"1634","76.495000000","10.8.0.2","54.154.242.135","6","68"
"1635","76.518000000","10.8.0.2","122.13.172.153","17","125"
"1636","76.541000000","122.13.172.153","10.8.0.2","17","312"
"1637","76.607000000","10.8.0.2","122.13.172.153","17","113"
"1638","76.618000000","122.13.172.153","10.8.0.2","17","328"
"1639","76.687000000","10.8.0.2","122.13.172.153","17","120"
"1640","76.704000000","122.13.172.153","10.8.0.2","17","343"
"1641","76.763000000","10.8.0.2","122.13.172.153","17","101"
"1642","76.779000000","122.13.172.153","10.8.0.2","17","312"
"1643","76.847000000","10.8.0.2","122.13.172.153","17","120"
"1644","76.853000000","122.13.172.153","10.8.0.2","17","258"
"1645","76.927000000","10.8.0.2","122.13.172.153","17","113"
"1646","76.945000000","122.13.172.153","10.8.0.2","17","224"
"1647","77.006000000","10.8.0.2","122.13.172.153","17","125"
"1648","77.019000000","122.13.172.153","10.8.0.2","17","195"
"1649","77.079000000","10.8.0.2","122.13.172.153","17","96"
"1650","77.090000000","122.13.172.153","10.8.0.2","17","201"
"1651","77.165000000","10.8.0.2","122.13.172.153","17","113"
"1652","77.180000000","122.13.172.153","10.8.0.2","17","203"
"1653","77.239000000","10.8.0.2","122.13.172.153","17","108"
"1654","77.261000000","122.13.172.153","10.8.0.2","17","189"
"1655","77.328000000","10.8.0.2","122.13.172.153","17","113"
"1656","77.338000000","122.13.172.153","10.8.0.2","17","166"
"1657","77.402000000","10.8.0.2","122.13.172.153","17","103"
"1658","77.420000000","122.13.172.153","10.8.0.2","17","177"
"1659","77.485000000","10.8.0.2","122.13.172.153","17","118"
"1660","77.496000000","122.13.172.153","10.8.0.2","17","150"
"1661","77.561000000","10.8.0.2","122.13.172.153","17","96"
"1662","77.580000000","122.13.172.153","10.8.0.2","17","170"
"1663","77.645000000","10.8.0.2","122.13.172.153","17","120"
"1664","77.654000000","122.13.172.153","10.8.0.2","17","167"
"1665","77.688000000","10.8.0.2","122.13.172.153","17","406"
"1666","77.697000000","122.13.172.153","10.8.0.2","17","55"
"1667","77.715000000","10.8.0.2","122.13.172.153","17","101"
"1668","77.736000000","122.13.172.153","10.8.0.2","17","187"
"1669","77.805000000","10.8.0.2","122.13.172.153","17","120"
"1670","77.822000000","122.13.172.153","10.8.0.2","17","174"
"1671","77.882000000","10.8.0.2","122.13.172.153","17","96"
"1672","77.900000000","122.13.172.153","10.8.0.2","17","149"
"1673","77.964000000","10.8.0.2","122.13.172.153","17","118"
"1674","77.979000000","122.13.172.153","10.8.0.2","17","178"
"1675","78.044000000","10.8.0.2","122.13.172.153","17","120"
"1676","78.057000000","122.13.172.153","10.8.0.2","17","160"
"1677","78.120000000","10.8.0.2","122.13.172.153","17","96"
"1678","78.137000000","122.13.172.153","10.8.0.2","17","168"
"1679","78.200000000","10.8.0.2","122.13.172.153","17","118"
"1680","78.224000000","122.13.172.153","10.8.0.2","17","210"
"1681","78.285000000","10.8.0.2","122.13.172.153","17","120"
"1682","78.295000000","122.13.172.153","10.8.0.2","17","170"
"1683","78.361000000","10.8.0.2","122.13.172.153","17","96"
"1684","78.379000000","122.13.172.153","10.8.0.2","17","202"
"1685","78.433000000","10.8.0.2","122.13.172.153","17","118"
"1686","78.460000000","122.13.172.153","10.8.0.2","17","200"
"1687","78.524000000","10.8.0.2","122.13.172.153","17","120"
"1688","78.541000000","122.13.172.153","10.8.0.2","17","192"
"1689","78.597000000","10.8.0.2","122.13.172.153","17","96"
"1690","78.623000000","122.13.172.153","10.8.0.2","17","211"
"1691","78.688000000","10.8.0.2","122.13.172.153","17","125"
"1692","78.696000000","122.13.172.153","10.8.0.2","17","157"
"1693","78.763000000","10.8.0.2","122.13.172.153","17","96"
"1694","78.780000000","122.13.172.153","10.8.0.2","17","175"
"1695","78.844000000","10.8.0.2","122.13.172.153","17","113"
"1696","78.853000000","122.13.172.153","10.8.0.2","17","181"
"1697","78.922000000","10.8.0.2","122.13.172.153","17","108"
"1698","78.936000000","122.13.172.153","10.8.0.2","17","168"
"1699","79.008000000","10.8.0.2","122.13.172.153","17","113"
"1700","79.017000000","122.13.172.153","10.8.0.2","17","192"
"1701","79.083000000","10.8.0.2","122.13.172.153","17","103"
"1702","79.103000000","122.13.172.153","10.8.0.2","17","172"
"1703","79.157000000","10.8.0.2","122.13.172.153","17","118"
"1704","79.176000000","122.13.172.153","10.8.0.2","17","162"
"1705","79.245000000","10.8.0.2","122.13.172.153","17","120"
"1706","79.262000000","122.13.172.153","10.8.0.2","17","200"
"1707","79.322000000","10.8.0.2","122.13.172.153","17","96"
"1708","79.341000000","122.13.172.153","10.8.0.2","17","161"
"1709","79.407000000","10.8.0.2","122.13.172.153","17","125"
"1710","79.418000000","122.13.172.153","10.8.0.2","17","198"
"1711","79.482000000","10.8.0.2","122.13.172.153","17","96"
"1712","79.506000000","122.13.172.153","10.8.0.2","17","202"
"1713","79.569000000","10.8.0.2","122.13.172.153","17","120"
"1714","79.579000000","122.13.172.153","10.8.0.2","17","176"
"1715","79.640000000","10.8.0.2","122.13.172.153","17","101"
"1716","79.666000000","122.13.172.153","10.8.0.2","17","212"
"1717","79.703000000","10.8.0.2","122.13.172.153","17","406"
"1718","79.711000000","122.13.172.153","10.8.0.2","17","55"
"1719","79.719000000","10.8.0.2","122.13.172.153","17","113"
"1720","79.741000000","122.13.172.153","10.8.0.2","17","167"
"1721","79.801000000","10.8.0.2","122.13.172.153","17","120"
"1722","79.813000000","122.13.172.153","10.8.0.2","17","180"
"1723","79.884000000","10.8.0.2","122.13.172.153","17","118"
"1724","79.901000000","122.13.172.153","10.8.0.2","17","179"
"1725","79.969000000","10.8.0.2","122.13.172.153","17","120"
"1726","79.982000000","122.13.172.153","10.8.0.2","17","207"
"1727","80.044000000","10.8.0.2","122.13.172.153","17","96"
"1728","80.064000000","122.13.172.153","10.8.0.2","17","186"
"1729","80.127000000","10.8.0.2","122.13.172.153","17","118"
"1730","80.135000000","122.13.172.153","10.8.0.2","17","187"
"1731","80.202000000","10.8.0.2","122.13.172.153","17","103"
"1732","80.214000000","122.13.172.153","10.8.0.2","17","187"
"1733","80.284000000","10.8.0.2","122.13.172.153","17","113"
"1734","80.296000000","122.13.172.153","10.8.0.2","17","212"
"1735","80.359000000","10.8.0.2","122.13.172.153","17","101"
"1736","80.377000000","122.13.172.153","10.8.0.2","17","187"
"1737","80.444000000","10.8.0.2","122.13.172.153","17","120"
"1738","80.454000000","122.13.172.153","10.8.0.2","17","165"
"1739","80.516000000","10.8.0.2","183.236.60.120","6","114"
"1740","80.525000000","10.8.0.2","122.13.172.153","17","113"
"1741","80.533000000","183.236.60.120","10.8.0.2","6","114"
"1742","80.534000000","10.8.0.2","183.236.60.120","6","68"
"1743","80.537000000","122.13.172.153","10.8.0.2","17","227"
"1744","80.608000000","10.8.0.2","122.13.172.153","17","125"
"1745","80.619000000","122.13.172.153","10.8.0.2","17","181"
"1746","80.685000000","10.8.0.2","122.13.172.153","17","96"
"1747","80.699000000","122.13.172.153","10.8.0.2","17","206"
"1748","80.767000000","10.8.0.2","122.13.172.153","17","113"
"1749","80.779000000","122.13.172.153","10.8.0.2","17","175"
"1750","80.840000000","10.8.0.2","122.13.172.153","17","108"
"1751","80.861000000","122.13.172.153","10.8.0.2","17","206"
"1752","80.926000000","10.8.0.2","122.13.172.153","17","113"
"1753","80.939000000","122.13.172.153","10.8.0.2","17","164"
"1754","80.997000000","10.8.0.2","122.13.172.153","17","96"
"1755","81.021000000","122.13.172.153","10.8.0.2","17","208"
"1756","81.084000000","10.8.0.2","122.13.172.153","17","125"
"1757","81.094000000","122.13.172.153","10.8.0.2","17","178"
"1758","81.160000000","10.8.0.2","122.13.172.153","17","96"
"1759","81.184000000","122.13.172.153","10.8.0.2","17","194"
"1760","81.243000000","10.8.0.2","122.13.172.153","17","113"
"1761","81.257000000","122.13.172.153","10.8.0.2","17","179"
"1762","81.324000000","10.8.0.2","122.13.172.153","17","125"
"1763","81.337000000","122.13.172.153","10.8.0.2","17","196"
"1764","81.401000000","10.8.0.2","122.13.172.153","17","96"
"1765","81.424000000","122.13.172.153","10.8.0.2","17","180"
"1766","81.488000000","10.8.0.2","122.13.172.153","17","120"
"1767","81.494000000","122.13.172.153","10.8.0.2","17","176"
"1768","81.569000000","10.8.0.2","122.13.172.153","17","118"
"1769","81.586000000","122.13.172.153","10.8.0.2","17","374"
"1770","81.645000000","10.8.0.2","122.13.172.153","17","96"
"1771","81.655000000","122.13.172.153","10.8.0.2","17","307"
"1772","81.708000000","10.8.0.2","122.13.172.153","17","406"
"1773","81.718000000","122.13.172.153","10.8.0.2","17","55"
"1774","81.721000000","10.8.0.2","122.13.172.153","17","120"
"1775","81.744000000","122.13.172.153","10.8.0.2","17","295"
"1776","81.797000000","10.8.0.2","122.13.172.153","17","101"
"1777","81.819000000","122.13.172.153","10.8.0.2","17","336"
"1778","81.879000000","10.8.0.2","122.13.172.153","17","113"
"1779","81.902000000","122.13.172.153","10.8.0.2","17","365"
"1780","81.960000000","10.8.0.2","122.13.172.153","17","120"
"1781","81.974000000","122.13.172.153","10.8.0.2","17","255"
"1782","82.042000000","10.8.0.2","122.13.172.153","17","118"
"1783","82.057000000","122.13.172.153","10.8.0.2","17","330"
"1784","82.120000000","10.8.0.2","122.13.172.153","17","96"
"1785","82.141000000","122.13.172.153","10.8.0.2","17","387"
"1786","82.205000000","10.8.0.2","122.13.172.153","17","120"
"1787","82.218000000","122.13.172.153","10.8.0.2","17","294"
"1788","82.278000000","10.8.0.2","122.13.172.153","17","101"
"1789","82.306000000","122.13.172.153","10.8.0.2","17","326"
"1790","82.361000000","10.8.0.2","122.13.172.153","17","113"
"1791","82.382000000","122.13.172.153","10.8.0.2","17","319"
"1792","82.445000000","10.8.0.2","122.13.172.153","17","120"
"1793","82.464000000","122.13.172.153","10.8.0.2","17","322"
"1794","82.523000000","10.8.0.2","122.13.172.153","17","101"
"1795","82.543000000","122.13.172.153","10.8.0.2","17","277"
"1796","82.601000000","10.8.0.2","122.13.172.153","17","113"
"1797","82.623000000","122.13.172.153","10.8.0.2","17","334"
"1798","82.678000000","10.8.0.2","122.13.172.153","17","103"
"1799","82.698000000","122.13.172.153","10.8.0.2","17","347"
"1800","82.763000000","10.8.0.2","122.13.172.153","17","118"
"1801","82.784000000","122.13.172.153","10.8.0.2","17","352"
"1802","82.844000000","10.8.0.2","122.13.172.153","17","120"
"1803","82.863000000","122.13.172.153","10.8.0.2","17","286"
"1804","82.924000000","10.8.0.2","122.13.172.153","17","113"
"1805","82.935000000","122.13.172.153","10.8.0.2","17","321"
"1806","83.002000000","10.8.0.2","122.13.172.153","17","101"
"1807","83.016000000","122.13.172.153","10.8.0.2","17","349"
"1808","83.086000000","10.8.0.2","122.13.172.153","17","120"
"1809","83.098000000","122.13.172.153","10.8.0.2","17","320"
"1810","83.162000000","10.8.0.2","122.13.172.153","17","96"
"1811","83.187000000","122.13.172.153","10.8.0.2","17","326"
"1812","83.244000000","10.8.0.2","122.13.172.153","17","118"
"1813","83.260000000","122.13.172.153","10.8.0.2","17","316"
"1814","83.318000000","10.8.0.2","122.13.172.153","17","103"
"1815","83.339000000","122.13.172.153","10.8.0.2","17","328"
"1816","83.403000000","10.8.0.2","122.13.172.153","17","113"
"1817","83.412000000","122.13.172.153","10.8.0.2","17","330"
"1818","83.484000000","10.8.0.2","122.13.172.153","17","125"
"1819","83.505000000","122.13.172.153","10.8.0.2","17","310"
"1820","83.568000000","10.8.0.2","122.13.172.153","17","113"
"1821","83.580000000","122.13.172.153","10.8.0.2","17","227"
"1822","83.644000000","10.8.0.2","122.13.172.153","17","96"
"1823","83.662000000","122.13.172.153","10.8.0.2","17","195"
"1824","83.719000000","10.8.0.2","122.13.172.153","17","125"
"1825","83.721000000","10.8.0.2","122.13.172.153","17","406"
"1826","83.731000000","122.13.172.153","10.8.0.2","17","55"
"1827","83.737000000","122.13.172.153","10.8.0.2","17","171"
"1828","83.806000000","10.8.0.2","122.13.172.153","17","113"
"1829","83.814000000","122.13.172.153","10.8.0.2","17","200"
"1830","83.889000000","10.8.0.2","122.13.172.153","17","120"
"1831","83.901000000","122.13.172.153","10.8.0.2","17","192"
"1832","83.967000000","10.8.0.2","122.13.172.153","17","101"
"1833","83.977000000","122.13.172.153","10.8.0.2","17","151"
"1834","84.044000000","10.8.0.2","122.13.172.153","17","113"
"1835","84.065000000","122.13.172.153","10.8.0.2","17","173"
"1836","84.122000000","10.8.0.2","122.13.172.153","17","103"
"1837","84.143000000","122.13.172.153","10.8.0.2","17","186"
"1838","84.198000000","10.8.0.2","122.13.172.153","17","118"
"1839","84.217000000","122.13.172.153","10.8.0.2","17","158"
"1840","84.280000000","10.8.0.2","122.13.172.153","17","113"
"1841","84.303000000","122.13.172.153","10.8.0.2","17","165"
"1842","84.365000000","10.8.0.2","122.13.172.153","17","120"
"1843","84.378000000","122.13.172.153","10.8.0.2","17","168"
"1844","84.443000000","10.8.0.2","122.13.172.153","17","101"
"1845","84.464000000","122.13.172.153","10.8.0.2","17","213"
"1846","84.521000000","10.8.0.2","122.13.172.153","17","113"
"1847","84.540000000","122.13.172.153","10.8.0.2","17","345"
"1848","84.605000000","10.8.0.2","122.13.172.153","17","120"
"1849","84.618000000","122.13.172.153","10.8.0.2","17","388"
"1850","84.682000000","10.8.0.2","122.13.172.153","17","101"
"1851","84.703000000","122.13.172.153","10.8.0.2","17","356"
"1852","84.760000000","10.8.0.2","122.13.172.153","17","113"
"1853","84.776000000","122.13.172.153","10.8.0.2","17","276"
"1854","84.844000000","10.8.0.2","122.13.172.153","17","120"
"1855","84.858000000","122.13.172.153","10.8.0.2","17","340"
"1856","84.919000000","10.8.0.2","122.13.172.153","17","101"
"1857","84.933000000","122.13.172.153","10.8.0.2","17","296"
"1858","85.001000000","10.8.0.2","122.13.172.153","17","113"
"1859","85.024000000","122.13.172.153","10.8.0.2","17","370"
"1860","85.078000000","10.8.0.2","122.13.172.153","17","103"
"1861","85.102000000","122.13.172.153","10.8.0.2","17","275"
"1862","85.167000000","10.8.0.2","122.13.172.153","17","118"
"1863","85.181000000","122.13.172.153","10.8.0.2","17","289"
"1864","85.247000000","10.8.0.2","122.13.172.153","17","120"
"1865","85.262000000","122.13.172.153","10.8.0.2","17","355"
"1866","85.330000000","10.8.0.2","122.13.172.153","17","113"
"1867","85.345000000","122.13.172.153","10.8.0.2","17","341"
"1868","85.400000000","10.8.0.2","122.13.172.153","17","101"
"1869","85.418000000","122.13.172.153","10.8.0.2","17","303"
"1870","85.480000000","10.8.0.2","122.13.172.153","17","120"
"1871","85.496000000","122.13.172.153","10.8.0.2","17","325"
"1872","85.517000000","10.8.0.2","183.236.60.120","6","114"
"1873","85.526000000","183.236.60.120","10.8.0.2","6","114"
"1874","85.527000000","10.8.0.2","183.236.60.120","6","68"
"1875","85.564000000","10.8.0.2","122.13.172.153","17","113"
"1876","85.575000000","122.13.172.153","10.8.0.2","17","280"
"1877","85.646000000","10.8.0.2","122.13.172.153","17","125"
"1878","85.662000000","122.13.172.153","10.8.0.2","17","319"
"1879","85.728000000","10.8.0.2","122.13.172.153","17","113"
"1880","85.729000000","10.8.0.2","122.13.172.153","17","406"
"1881","85.739000000","122.13.172.153","10.8.0.2","17","55"
"1882","85.739000000","122.13.172.153","10.8.0.2","17","284"
"1883","85.806000000","10.8.0.2","122.13.172.153","17","120"
"1884","85.823000000","122.13.172.153","10.8.0.2","17","375"
"1885","85.884000000","10.8.0.2","122.13.172.153","17","101"
"1886","85.904000000","122.13.172.153","10.8.0.2","17","308"
"1887","85.962000000","10.8.0.2","122.13.172.153","17","113"
"1888","85.973000000","122.13.172.153","10.8.0.2","17","339"
"1889","86.044000000","10.8.0.2","122.13.172.153","17","120"
"1890","86.059000000","122.13.172.153","10.8.0.2","17","389"
"1891","86.115000000","10.8.0.2","122.13.172.153","17","101"
"1892","86.141000000","122.13.172.153","10.8.0.2","17","317"
"1893","86.205000000","10.8.0.2","122.13.172.153","17","120"
"1894","86.213000000","122.13.172.153","10.8.0.2","17","306"
"1895","86.279000000","10.8.0.2","122.13.172.153","17","96"
"1896","86.303000000","122.13.172.153","10.8.0.2","17","323"
"1897","86.355000000","10.8.0.2","122.13.172.153","17","118"
"1898","86.378000000","122.13.172.153","10.8.0.2","17","344"
"1899","86.445000000","10.8.0.2","122.13.172.153","17","120"
"1900","86.458000000","122.13.172.153","10.8.0.2","17","317"
"1901","86.528000000","10.8.0.2","122.13.172.153","17","113"
"1902","86.537000000","122.13.172.153","10.8.0.2","17","313"
"1903","86.600000000","10.8.0.2","122.13.172.153","17","101"
"1904","86.626000000","122.13.172.153","10.8.0.2","17","338"
"1905","86.687000000","10.8.0.2","122.13.172.153","17","120"
"1906","86.700000000","122.13.172.153","10.8.0.2","17","316"
"1907","86.768000000","10.8.0.2","122.13.172.153","17","113"
"1908","86.781000000","122.13.172.153","10.8.0.2","17","333"
"1909","86.853000000","10.8.0.2","122.13.172.153","17","125"
"1910","86.864000000","122.13.172.153","10.8.0.2","17","273"
"1911","86.920000000","10.8.0.2","122.13.172.153","17","96"
"1912","86.937000000","122.13.172.153","10.8.0.2","17","199"
"1913","87.004000000","10.8.0.2","122.13.172.153","17","113"
"1914","87.018000000","122.13.172.153","10.8.0.2","17","211"
"1915","87.087000000","10.8.0.2","122.13.172.153","17","125"
"1916","87.096000000","122.13.172.153","10.8.0.2","17","205"
"1917","87.168000000","10.8.0.2","122.13.172.153","17","113"
"1918","87.175000000","122.13.172.153","10.8.0.2","17","176"
"1919","87.250000000","10.8.0.2","122.13.172.153","17","120"
"1920","87.262000000","122.13.172.153","10.8.0.2","17","203"
"1921","87.322000000","10.8.0.2","122.13.172.153","17","101"
"1922","87.338000000","122.13.172.153","10.8.0.2","17","157"
"1923","87.403000000","10.8.0.2","122.13.172.153","17","113"
"1924","87.417000000","122.13.172.153","10.8.0.2","17","186"
"1925","87.486000000","10.8.0.2","122.13.172.153","17","120"
"1926","87.492000000","122.13.172.153","10.8.0.2","17","172"
"1927","87.570000000","10.8.0.2","122.13.172.153","17","118"
"1928","87.582000000","122.13.172.153","10.8.0.2","17","195"
"1929","87.641000000","10.8.0.2","122.13.172.153","17","96"
"1930","87.652000000","122.13.172.153","10.8.0.2","17","169"
"1931","87.723000000","10.8.0.2","122.13.172.153","17","120"
"1932","87.732000000","122.13.172.153","10.8.0.2","17","199"
"1933","87.737000000","10.8.0.2","122.13.172.153","17","406"
"1934","87.744000000","122.13.172.153","10.8.0.2","17","55"
"1935","87.802000000","10.8.0.2","122.13.172.153","17","118"
"1936","87.815000000","122.13.172.153","10.8.0.2","17","192"
"1937","87.880000000","10.8.0.2","122.13.172.153","17","96"
