frame.number,frame.time_relative,ip.src,ip.dst,ip.proto,frame.len
"1","0.000000000","10.8.0.2","103.97.83.153","6","76"
"2","0.006000000","103.97.83.153","10.8.0.2","6","76"
"3","0.013000000","10.8.0.2","103.97.83.153","6","308"
"4","0.021000000","103.97.83.153","10.8.0.2","6","68"
"5","0.044000000","103.97.83.153","10.8.0.2","6","116"
"6","0.045000000","10.8.0.2","103.97.83.153","6","68"
"7","0.188000000","10.8.0.2","103.97.83.153","6","580"
"8","0.204000000","103.97.83.153","10.8.0.2","6","116"
"9","0.205000000","10.8.0.2","103.97.83.153","6","68"
"10","0.208000000","103.97.83.153","10.8.0.2","6","196"
"11","0.209000000","10.8.0.2","103.97.83.153","6","68"
"12","0.219000000","10.8.0.2","103.97.83.153","6","132"
"13","0.257000000","103.97.83.153","10.8.0.2","6","68"
"14","0.403000000","10.8.0.2","54.154.242.135","6","76"
"15","0.405000000","54.154.242.135","10.8.0.2","6","76"
"16","0.407000000","10.8.0.2","54.154.242.135","6","245"
"17","0.410000000","54.154.242.135","10.8.0.2","6","68"
"18","0.481000000","10.8.0.2","183.236.60.120","6","76"
"19","0.483000000","183.236.60.120","10.8.0.2","6","76"
"20","0.485000000","10.8.0.2","183.236.60.120","6","250"
"21","0.487000000","183.236.60.120","10.8.0.2","6","68"
"22","0.501000000","183.236.60.120","10.8.0.2","6","6095"
"23","0.502000000","10.8.0.2","183.236.60.120","6","68"
"24","0.515000000","10.8.0.2","183.236.60.120","6","194"
"25","0.522000000","183.236.60.120","10.8.0.2","6","411"
"26","0.524000000","10.8.0.2","183.236.60.120","6","1175"
"27","0.533000000","183.236.60.120","10.8.0.2","6","119"
"28","0.534000000","10.8.0.2","183.236.60.120","6","106"
"29","0.554000000","183.236.60.120","10.8.0.2","6","228"
"30","0.586000000","10.8.0.2","183.236.60.120","6","68"
"31","0.933000000","54.154.242.135","10.8.0.2","6","3365"
"32","0.935000000","10.8.0.2","54.154.242.135","6","68"
"33","0.955000000","10.8.0.2","54.154.242.135","6","194"
"34","0.959000000","54.154.242.135","10.8.0.2","6","68"
"35","1.185000000","10.8.0.2","103.97.83.153","6","228"
"36","1.188000000","103.97.83.153","10.8.0.2","6","68"
"37","1.211000000","54.154.242.135","10.8.0.2","6","119"
"38","1.215000000","10.8.0.2","54.154.242.135","6","1741"
"39","1.218000000","54.154.242.135","10.8.0.2","6","68"
"40","1.222000000","103.97.83.153","10.8.0.2","6","116"
"41","1.255000000","10.8.0.2","103.97.83.153","6","68"
"42","1.446000000","54.154.242.135","10.8.0.2","6","314"
"43","1.486000000","10.8.0.2","54.154.242.135","6","68"
"44","5.517000000","10.8.0.2","183.236.60.120","6","114"
"45","5.545000000","183.236.60.120","10.8.0.2","6","114"
"46","5.546000000","10.8.0.2","183.236.60.120","6","68"
"47","6.453000000","10.8.0.2","54.235.112.218","6","76"
"48","6.455000000","54.235.112.218","10.8.0.2","6","76"
"49","6.457000000","10.8.0.2","54.235.112.218","6","247"
"50","6.459000000","54.235.112.218","10.8.0.2","6","68"
"51","7.074000000","54.235.112.218","10.8.0.2","6","5937"
"52","7.075000000","10.8.0.2","54.235.112.218","6","68"
"53","7.091000000","10.8.0.2","54.235.112.218","6","194"
"54","7.092000000","54.235.112.218","10.8.0.2","6","68"
"55","7.382000000","54.235.112.218","10.8.0.2","6","119"
"56","7.389000000","10.8.0.2","54.235.112.218","6","1226"
"57","7.391000000","54.235.112.218","10.8.0.2","6","68"
"58","7.691000000","54.235.112.218","10.8.0.2","6","196"
"59","7.725000000","10.8.0.2","54.235.112.218","6","68"
"60","10.518000000","10.8.0.2","183.236.60.120","6","114"
"61","10.526000000","183.236.60.120","10.8.0.2","6","114"
"62","10.527000000","10.8.0.2","183.236.60.120","6","68"
"63","10.543000000","10.8.0.2","54.154.242.135","6","1741"
"64","10.545000000","54.154.242.135","10.8.0.2","6","68"
"65","10.770000000","54.154.242.135","10.8.0.2","6","314"
"66","10.771000000","10.8.0.2","54.154.242.135","6","68"
"67","11.347000000","10.8.0.2","103.97.83.153","6","228"
"68","11.380000000","103.97.83.153","10.8.0.2","6","116"
"69","11.382000000","10.8.0.2","103.97.83.153","6","68"
"70","15.518000000","10.8.0.2","183.236.60.120","6","114"
"71","15.549000000","183.236.60.120","10.8.0.2","6","114"
"72","15.551000000","10.8.0.2","183.236.60.120","6","68"
"73","17.316000000","103.97.83.153","10.8.0.2","6","1332"
"74","17.320000000","10.8.0.2","103.97.83.153","6","68"
"75","17.326000000","10.8.0.2","103.97.83.153","6","132"
"76","17.376000000","103.97.83.153","10.8.0.2","6","68"
"77","17.500000000","10.8.0.2","122.13.172.153","17","406"
"78","17.500000000","10.8.0.2","122.13.172.153","17","507"
"79","17.508000000","122.13.172.153","10.8.0.2","17","55"
"80","17.509000000","122.13.172.153","10.8.0.2","17","162"
"81","17.517000000","10.8.0.2","103.97.83.153","6","324"
"82","17.518000000","103.97.83.153","10.8.0.2","6","68"
"83","17.530000000","103.97.83.153","10.8.0.2","6","116"
"84","17.565000000","10.8.0.2","103.97.83.153","6","68"
"85","17.614000000","122.13.172.153","10.8.0.2","17","162"
"86","19.164000000","10.8.0.2","103.97.83.153","6","324"
"87","19.168000000","10.8.0.2","122.13.172.153","17","362"
"88","19.199000000","103.97.83.153","10.8.0.2","6","116"
"89","19.201000000","10.8.0.2","103.97.83.153","6","68"
"90","19.254000000","103.97.83.153","10.8.0.2","6","260"
"91","19.255000000","10.8.0.2","103.97.83.153","6","68"
"92","19.260000000","10.8.0.2","103.97.83.153","6","132"
"93","19.296000000","103.97.83.153","10.8.0.2","6","68"
"94","19.378000000","10.8.0.2","122.13.172.153","17","112"
"95","19.465000000","10.8.0.2","122.13.172.153","17","111"
"96","19.508000000","10.8.0.2","122.13.172.153","17","406"
"97","19.517000000","122.13.172.153","10.8.0.2","17","55"
"98","19.545000000","10.8.0.2","122.13.172.153","17","111"
"99","19.621000000","10.8.0.2","122.13.172.153","17","102"
"100","19.697000000","10.8.0.2","122.13.172.153","17","111"
"101","19.765000000","122.13.172.153","10.8.0.2","17","235"
"102","19.783000000","10.8.0.2","122.13.172.153","17","112"
"103","19.845000000","122.13.172.153","10.8.0.2","17","249"
"104","19.864000000","10.8.0.2","122.13.172.153","17","110"
"105","19.929000000","122.13.172.153","10.8.0.2","17","247"
"106","19.937000000","10.8.0.2","122.13.172.153","17","96"
"107","20.009000000","122.13.172.153","10.8.0.2","17","220"
"108","20.017000000","10.8.0.2","122.13.172.153","17","112"
"109","20.091000000","122.13.172.153","10.8.0.2","17","156"
"110","20.100000000","10.8.0.2","122.13.172.153","17","110"
"111","20.173000000","122.13.172.153","10.8.0.2","17","170"
"112","20.178000000","10.8.0.2","122.13.172.153","17","103"
"113","20.248000000","122.13.172.153","10.8.0.2","17","191"
"114","20.268000000","10.8.0.2","122.13.172.153","17","105"
"115","20.328000000","122.13.172.153","10.8.0.2","17","183"
"116","20.343000000","10.8.0.2","122.13.172.153","17","108"
"117","20.413000000","122.13.172.153","10.8.0.2","17","161"
"118","20.416000000","10.8.0.2","122.13.172.153","17","105"
"119","20.421000000","10.8.0.2","103.97.83.153","6","164"
"120","20.423000000","103.97.83.153","10.8.0.2","6","68"
"121","20.436000000","103.97.83.153","10.8.0.2","6","116"
"122","20.475000000","10.8.0.2","103.97.83.153","6","68"
"123","20.493000000","122.13.172.153","10.8.0.2","17","188"
"124","20.498000000","10.8.0.2","122.13.172.153","17","105"
"125","20.516000000","10.8.0.2","183.236.60.120","6","114"
"126","20.526000000","183.236.60.120","10.8.0.2","6","114"
"127","20.527000000","10.8.0.2","183.236.60.120","6","68"
"128","20.568000000","122.13.172.153","10.8.0.2","17","150"
"129","20.577000000","10.8.0.2","122.13.172.153","17","108"
"130","20.648000000","122.13.172.153","10.8.0.2","17","190"
"131","20.668000000","10.8.0.2","122.13.172.153","17","105"
"132","20.731000000","122.13.172.153","10.8.0.2","17","188"
"133","20.739000000","10.8.0.2","122.13.172.153","17","103"
"134","20.804000000","122.13.172.153","10.8.0.2","17","155"
"135","20.820000000","10.8.0.2","122.13.172.153","17","118"
"136","20.890000000","122.13.172.153","10.8.0.2","17","189"
"137","20.898000000","10.8.0.2","122.13.172.153","17","96"
"138","20.973000000","122.13.172.153","10.8.0.2","17","170"
"139","20.978000000","10.8.0.2","122.13.172.153","17","120"
"140","21.049000000","122.13.172.153","10.8.0.2","17","165"
"141","21.065000000","10.8.0.2","122.13.172.153","17","118"
"142","21.130000000","122.13.172.153","10.8.0.2","17","185"
"143","21.133000000","10.8.0.2","122.13.172.153","17","96"
"144","21.210000000","122.13.172.153","10.8.0.2","17","175"
"145","21.217000000","10.8.0.2","122.13.172.153","17","120"
"146","21.290000000","122.13.172.153","10.8.0.2","17","184"
"147","21.299000000","10.8.0.2","122.13.172.153","17","118"
"148","21.372000000","122.13.172.153","10.8.0.2","17","178"
"149","21.376000000","10.8.0.2","122.13.172.153","17","96"
"150","21.455000000","122.13.172.153","10.8.0.2","17","182"
"151","21.456000000","10.8.0.2","122.13.172.153","17","120"
"152","21.516000000","10.8.0.2","122.13.172.153","17","406"
"153","21.526000000","122.13.172.153","10.8.0.2","17","55"
"154","21.529000000","122.13.172.153","10.8.0.2","17","247"
"155","21.547000000","10.8.0.2","122.13.172.153","17","118"
"156","21.608000000","122.13.172.153","10.8.0.2","17","347"
"157","21.616000000","10.8.0.2","122.13.172.153","17","96"
"158","21.688000000","122.13.172.153","10.8.0.2","17","277"
"159","21.709000000","10.8.0.2","122.13.172.153","17","120"
"160","21.775000000","122.13.172.153","10.8.0.2","17","295"
"161","21.783000000","10.8.0.2","122.13.172.153","17","101"
"162","21.849000000","122.13.172.153","10.8.0.2","17","345"
"163","21.865000000","10.8.0.2","122.13.172.153","17","121"
"164","21.927000000","122.13.172.153","10.8.0.2","17","352"
"165","21.948000000","10.8.0.2","122.13.172.153","17","134"
"166","22.005000000","122.13.172.153","10.8.0.2","17","235"
"167","22.021000000","10.8.0.2","122.13.172.153","17","101"
"168","22.100000000","10.8.0.2","122.13.172.153","17","135"
"169","22.102000000","122.13.172.153","10.8.0.2","17","395"
"170","22.170000000","122.13.172.153","10.8.0.2","17","353"
"171","22.187000000","10.8.0.2","122.13.172.153","17","138"
"172","22.254000000","10.8.0.2","122.13.172.153","17","152"
"173","22.264000000","122.13.172.153","10.8.0.2","17","333"
"174","22.328000000","122.13.172.153","10.8.0.2","17","282"
"175","22.343000000","10.8.0.2","122.13.172.153","17","129"
"176","22.414000000","10.8.0.2","122.13.172.153","17","103"
"177","22.415000000","122.13.172.153","10.8.0.2","17","330"
"178","22.487000000","122.13.172.153","10.8.0.2","17","294"
"179","22.501000000","10.8.0.2","122.13.172.153","17","118"
"180","22.573000000","122.13.172.153","10.8.0.2","17","311"
"181","22.576000000","10.8.0.2","122.13.172.153","17","133"
"182","22.654000000","122.13.172.153","10.8.0.2","17","374"
"183","22.660000000","10.8.0.2","122.13.172.153","17","156"
"184","22.737000000","122.13.172.153","10.8.0.2","17","341"
"185","22.742000000","10.8.0.2","122.13.172.153","17","126"
"186","22.811000000","122.13.172.153","10.8.0.2","17","284"
"187","22.815000000","10.8.0.2","122.13.172.153","17","96"
"188","22.892000000","122.13.172.153","10.8.0.2","17","317"
"189","22.899000000","10.8.0.2","122.13.172.153","17","113"
"190","22.970000000","122.13.172.153","10.8.0.2","17","305"
"191","22.977000000","10.8.0.2","122.13.172.153","17","108"
"192","23.045000000","122.13.172.153","10.8.0.2","17","312"
"193","23.065000000","10.8.0.2","122.13.172.153","17","128"
"194","23.130000000","122.13.172.153","10.8.0.2","17","341"
"195","23.139000000","10.8.0.2","122.13.172.153","17","124"
"196","23.213000000","122.13.172.153","10.8.0.2","17","321"
"197","23.222000000","10.8.0.2","122.13.172.153","17","118"
"198","23.293000000","122.13.172.153","10.8.0.2","17","296"
"199","23.299000000","10.8.0.2","122.13.172.153","17","103"
"200","23.368000000","122.13.172.153","10.8.0.2","17","336"
"201","23.384000000","10.8.0.2","122.13.172.153","17","113"
"202","23.444000000","122.13.172.153","10.8.0.2","17","326"
"203","23.460000000","10.8.0.2","122.13.172.153","17","108"
"204","23.519000000","10.8.0.2","122.13.172.153","17","406"
"205","23.530000000","122.13.172.153","10.8.0.2","17","55"
"206","23.538000000","122.13.172.153","10.8.0.2","17","235"
"207","23.546000000","10.8.0.2","122.13.172.153","17","113"
"208","23.610000000","122.13.172.153","10.8.0.2","17","174"
"209","23.618000000","10.8.0.2","122.13.172.153","17","96"
"210","23.688000000","122.13.172.153","10.8.0.2","17","181"
"211","23.703000000","10.8.0.2","122.13.172.153","17","125"
"212","23.771000000","122.13.172.153","10.8.0.2","17","176"
"213","23.779000000","10.8.0.2","122.13.172.153","17","96"
"214","23.849000000","122.13.172.153","10.8.0.2","17","150"
"215","23.858000000","10.8.0.2","122.13.172.153","17","113"
"216","23.929000000","122.13.172.153","10.8.0.2","17","198"
"217","23.937000000","10.8.0.2","122.13.172.153","17","125"
"218","24.014000000","10.8.0.2","122.13.172.153","17","96"
"219","24.014000000","122.13.172.153","10.8.0.2","17","182"
"220","24.083000000","122.13.172.153","10.8.0.2","17","162"
"221","24.105000000","10.8.0.2","122.13.172.153","17","120"
"222","24.169000000","122.13.172.153","10.8.0.2","17","171"
"223","24.182000000","10.8.0.2","122.13.172.153","17","101"
"224","24.248000000","122.13.172.153","10.8.0.2","17","170"
"225","24.264000000","10.8.0.2","122.13.172.153","17","113"
"226","24.335000000","122.13.172.153","10.8.0.2","17","178"
"227","24.343000000","10.8.0.2","122.13.172.153","17","120"
"228","24.408000000","122.13.172.153","10.8.0.2","17","160"
"229","24.419000000","10.8.0.2","122.13.172.153","17","101"
"230","24.489000000","122.13.172.153","10.8.0.2","17","308"
"231","24.504000000","10.8.0.2","122.13.172.153","17","120"
"232","24.564000000","122.13.172.153","10.8.0.2","17","344"
"233","24.578000000","10.8.0.2","122.13.172.153","17","96"
"234","24.648000000","122.13.172.153","10.8.0.2","17","386"
"235","24.668000000","10.8.0.2","122.13.172.153","17","125"
"236","24.727000000","122.13.172.153","10.8.0.2","17","305"
"237","24.740000000","10.8.0.2","122.13.172.153","17","96"
"238","24.808000000","122.13.172.153","10.8.0.2","17","328"
"239","24.824000000","10.8.0.2","122.13.172.153","17","113"
"240","24.883000000","122.13.172.153","10.8.0.2","17","291"
"241","24.899000000","10.8.0.2","122.13.172.153","17","108"
"242","24.970000000","122.13.172.153","10.8.0.2","17","344"
"243","24.975000000","10.8.0.2","122.13.172.153","17","135"
"244","25.051000000","122.13.172.153","10.8.0.2","17","349"
"245","25.059000000","10.8.0.2","122.13.172.153","17","123"
"246","25.134000000","122.13.172.153","10.8.0.2","17","287"
"247","25.143000000","10.8.0.2","122.13.172.153","17","125"
"248","25.203000000","122.13.172.153","10.8.0.2","17","308"
"249","25.215000000","10.8.0.2","122.13.172.153","17","96"
"250","25.294000000","10.8.0.2","122.13.172.153","17","113"
"251","25.303000000","122.13.172.153","10.8.0.2","17","353"
"252","25.381000000","122.13.172.153","10.8.0.2","17","332"
"253","25.389000000","10.8.0.2","122.13.172.153","17","125"
"254","25.457000000","10.8.0.2","122.13.172.153","17","96"
"255","25.459000000","122.13.172.153","10.8.0.2","17","298"
"256","25.519000000","10.8.0.2","183.236.60.120","6","114"
"257","25.525000000","10.8.0.2","122.13.172.153","17","406"
"258","25.530000000","183.236.60.120","10.8.0.2","6","114"
"259","25.531000000","10.8.0.2","183.236.60.120","6","68"
"260","25.534000000","122.13.172.153","10.8.0.2","17","55"
"261","25.535000000","10.8.0.2","122.13.172.153","17","113"
"262","25.543000000","122.13.172.153","10.8.0.2","17","319"
"263","25.620000000","122.13.172.153","10.8.0.2","17","278"
"264","25.625000000","10.8.0.2","122.13.172.153","17","125"
"265","25.700000000","10.8.0.2","122.13.172.153","17","96"
"266","25.720000000","122.13.172.153","10.8.0.2","17","328"
"267","25.777000000","122.13.172.153","10.8.0.2","17","306"
"268","25.787000000","10.8.0.2","122.13.172.153","17","120"
"269","25.858000000","122.13.172.153","10.8.0.2","17","315"
"270","25.867000000","10.8.0.2","122.13.172.153","17","118"
"271","25.940000000","122.13.172.153","10.8.0.2","17","379"
"272","25.943000000","10.8.0.2","122.13.172.153","17","96"
"273","26.014000000","122.13.172.153","10.8.0.2","17","325"
"274","26.022000000","10.8.0.2","122.13.172.153","17","120"
"275","26.093000000","122.13.172.153","10.8.0.2","17","346"
"276","26.107000000","10.8.0.2","122.13.172.153","17","118"
"277","26.179000000","122.13.172.153","10.8.0.2","17","320"
"278","26.181000000","10.8.0.2","122.13.172.153","17","103"
"279","26.253000000","122.13.172.153","10.8.0.2","17","330"
"280","26.261000000","10.8.0.2","122.13.172.153","17","113"
"281","26.334000000","10.8.0.2","122.13.172.153","17","101"
"282","26.334000000","122.13.172.153","10.8.0.2","17","327"
"283","26.418000000","122.13.172.153","10.8.0.2","17","362"
"284","26.419000000","10.8.0.2","122.13.172.153","17","120"
"285","26.495000000","122.13.172.153","10.8.0.2","17","296"
"286","26.499000000","10.8.0.2","122.13.172.153","17","113"
"287","26.585000000","122.13.172.153","10.8.0.2","17","340"
"288","26.585000000","10.8.0.2","122.13.172.153","17","125"
"289","26.655000000","122.13.172.153","10.8.0.2","17","308"
"290","26.659000000","10.8.0.2","122.13.172.153","17","96"
"291","26.741000000","10.8.0.2","122.13.172.153","17","113"
"292","26.743000000","122.13.172.153","10.8.0.2","17","339"
"293","26.813000000","122.13.172.153","10.8.0.2","17","271"
"294","26.817000000","10.8.0.2","122.13.172.153","17","108"
"295","26.904000000","10.8.0.2","122.13.172.153","17","113"
"296","26.907000000","122.13.172.153","10.8.0.2","17","214"
"297","26.978000000","122.13.172.153","10.8.0.2","17","191"
"298","26.979000000","10.8.0.2","122.13.172.153","17","103"
"299","27.060000000","122.13.172.153","10.8.0.2","17","186"
"300","27.063000000","10.8.0.2","122.13.172.153","17","118"
"301","27.137000000","10.8.0.2","122.13.172.153","17","96"
"302","27.142000000","122.13.172.153","10.8.0.2","17","202"
"303","27.213000000","122.13.172.153","10.8.0.2","17","159"
"304","27.221000000","10.8.0.2","122.13.172.153","17","120"
"305","27.293000000","10.8.0.2","122.13.172.153","17","101"
"306","27.297000000","122.13.172.153","10.8.0.2","17","191"
"307","27.376000000","122.13.172.153","10.8.0.2","17","169"
"308","27.386000000","10.8.0.2","122.13.172.153","17","120"
"309","27.453000000","122.13.172.153","10.8.0.2","17","150"
"310","27.456000000","10.8.0.2","122.13.172.153","17","96"
"311","27.528000000","10.8.0.2","122.13.172.153","17","406"
"312","27.533000000","122.13.172.153","10.8.0.2","17","183"
"313","27.542000000","122.13.172.153","10.8.0.2","17","55"
"314","27.542000000","10.8.0.2","122.13.172.153","17","118"
"315","27.614000000","10.8.0.2","122.13.172.153","17","103"
"316","27.625000000","122.13.172.153","10.8.0.2","17","171"
"317","27.694000000","122.13.172.153","10.8.0.2","17","181"
"318","27.698000000","10.8.0.2","122.13.172.153","17","113"
"319","27.776000000","10.8.0.2","122.13.172.153","17","108"
"320","27.788000000","122.13.172.153","10.8.0.2","17","185"
"321","27.857000000","122.13.172.153","10.8.0.2","17","169"
"322","27.862000000","10.8.0.2","122.13.172.153","17","113"
"323","27.942000000","10.8.0.2","122.13.172.153","17","120"
"324","27.943000000","122.13.172.153","10.8.0.2","17","193"
"325","28.014000000","122.13.172.153","10.8.0.2","17","193"
"326","28.024000000","10.8.0.2","122.13.172.153","17","118"
"327","28.095000000","122.13.172.153","10.8.0.2","17","187"
"328","28.099000000","10.8.0.2","122.13.172.153","17","96"
"329","28.180000000","10.8.0.2","122.13.172.153","17","120"
"330","28.180000000","122.13.172.153","10.8.0.2","17","198"
"331","28.263000000","10.8.0.2","122.13.172.153","17","118"
"332","28.263000000","122.13.172.153","10.8.0.2","17","177"
"333","28.332000000","122.13.172.153","10.8.0.2","17","176"
"334","28.339000000","10.8.0.2","122.13.172.153","17","96"
"335","28.421000000","122.13.172.153","10.8.0.2","17","197"
"336","28.422000000","10.8.0.2","122.13.172.153","17","120"
"337","28.496000000","122.13.172.153","10.8.0.2","17","173"
"338","28.505000000","10.8.0.2","122.13.172.153","17","118"
"339","28.577000000","122.13.172.153","10.8.0.2","17","203"
"340","28.582000000","10.8.0.2","122.13.172.153","17","103"
"341","28.664000000","122.13.172.153","10.8.0.2","17","200"
"342","28.665000000","10.8.0.2","122.13.172.153","17","113"
"343","28.734000000","122.13.172.153","10.8.0.2","17","171"
"344","28.741000000","10.8.0.2","122.13.172.153","17","101"
"345","28.816000000","122.13.172.153","10.8.0.2","17","173"
"346","28.821000000","10.8.0.2","122.13.172.153","17","120"
"347","28.893000000","10.8.0.2","122.13.172.153","17","96"
"348","28.905000000","122.13.172.153","10.8.0.2","17","219"
"349","28.976000000","122.13.172.153","10.8.0.2","17","171"
"350","28.985000000","10.8.0.2","122.13.172.153","17","125"
"351","29.057000000","122.13.172.153","10.8.0.2","17","196"
"352","29.066000000","10.8.0.2","122.13.172.153","17","113"
"353","29.137000000","122.13.172.153","10.8.0.2","17","217"
"354","29.140000000","10.8.0.2","122.13.172.153","17","96"
"355","29.221000000","10.8.0.2","122.13.172.153","17","125"
"356","29.222000000","122.13.172.153","10.8.0.2","17","210"
"357","29.301000000","10.8.0.2","122.13.172.153","17","96"
"358","29.302000000","122.13.172.153","10.8.0.2","17","161"
"359","29.380000000","10.8.0.2","122.13.172.153","17","113"
"360","29.383000000","122.13.172.153","10.8.0.2","17","183"
"361","29.463000000","122.13.172.153","10.8.0.2","17","178"
"362","29.468000000","10.8.0.2","122.13.172.153","17","125"
"363","29.538000000","122.13.172.153","10.8.0.2","17","195"
"364","29.540000000","10.8.0.2","122.13.172.153","17","96"
"365","29.543000000","10.8.0.2","122.13.172.153","17","406"
"366","29.552000000","122.13.172.153","10.8.0.2","17","55"
"367","29.614000000","122.13.172.153","10.8.0.2","17","195"
"368","29.620000000","10.8.0.2","122.13.172.153","17","113"
"369","29.704000000","10.8.0.2","122.13.172.153","17","125"
"370","29.706000000","122.13.172.153","10.8.0.2","17","203"
"371","29.776000000","122.13.172.153","10.8.0.2","17","189"
"372","29.778000000","10.8.0.2","122.13.172.153","17","96"
"373","29.863000000","122.13.172.153","10.8.0.2","17","187"
"374","29.864000000","10.8.0.2","122.13.172.153","17","120"
"375","29.936000000","10.8.0.2","122.13.172.153","17","101"
"376","29.942000000","122.13.172.153","10.8.0.2","17","186"
"377","30.020000000","10.8.0.2","122.13.172.153","17","113"
"378","30.028000000","122.13.172.153","10.8.0.2","17","161"
"379","30.093000000","122.13.172.153","10.8.0.2","17","189"
"380","30.101000000","10.8.0.2","122.13.172.153","17","120"
"381","30.178000000","10.8.0.2","122.13.172.153","17","101"
"382","30.183000000","122.13.172.153","10.8.0.2","17","192"
"383","30.257000000","10.8.0.2","122.13.172.153","17","113"
"384","30.260000000","122.13.172.153","10.8.0.2","17","179"
"385","30.341000000","122.13.172.153","10.8.0.2","17","171"
"386","30.341000000","10.8.0.2","122.13.172.153","17","120"
"387","30.424000000","10.8.0.2","122.13.172.153","17","118"
"388","30.425000000","122.13.172.153","10.8.0.2","17","214"
"389","30.499000000","10.8.0.2","122.13.172.153","17","96"
"390","30.501000000","122.13.172.153","10.8.0.2","17","164"
"391","30.516000000","10.8.0.2","183.236.60.120","6","114"
"392","30.525000000","183.236.60.120","10.8.0.2","6","114"
"393","30.526000000","10.8.0.2","183.236.60.120","6","68"
"394","30.582000000","122.13.172.153","10.8.0.2","17","179"
"395","30.585000000","10.8.0.2","122.13.172.153","17","120"
"396","30.658000000","10.8.0.2","122.13.172.153","17","101"
"397","30.663000000","122.13.172.153","10.8.0.2","17","185"
"398","30.738000000","122.13.172.153","10.8.0.2","17","173"
"399","30.747000000","10.8.0.2","122.13.172.153","17","120"
"400","30.811000000","122.13.172.153","10.8.0.2","17","194"
"401","30.818000000","10.8.0.2","122.13.172.153","17","96"
"402","30.894000000","122.13.172.153","10.8.0.2","17","203"
"403","30.903000000","10.8.0.2","122.13.172.153","17","118"
"404","30.972000000","122.13.172.153","10.8.0.2","17","174"
"405","30.980000000","10.8.0.2","122.13.172.153","17","103"
"406","31.057000000","122.13.172.153","10.8.0.2","17","195"
"407","31.059000000","10.8.0.2","122.13.172.153","17","113"
"408","31.135000000","122.13.172.153","10.8.0.2","17","164"
"409","31.140000000","10.8.0.2","122.13.172.153","17","125"
"410","31.223000000","10.8.0.2","122.13.172.153","17","113"
"411","31.224000000","122.13.172.153","10.8.0.2","17","202"
"412","31.304000000","122.13.172.153","10.8.0.2","17","177"
"413","31.307000000","10.8.0.2","122.13.172.153","17","120"
"414","31.382000000","10.8.0.2","122.13.172.153","17","101"
"415","31.383000000","122.13.172.153","10.8.0.2","17","210"
"416","31.464000000","122.13.172.153","10.8.0.2","17","201"
"417","31.469000000","10.8.0.2","122.13.172.153","17","120"
"418","31.541000000","122.13.172.153","10.8.0.2","17","285"
"419","31.542000000","10.8.0.2","122.13.172.153","17","96"
"420","31.544000000","10.8.0.2","122.13.172.153","17","406"
"421","31.553000000","122.13.172.153","10.8.0.2","17","55"
"422","31.616000000","122.13.172.153","10.8.0.2","17","345"
"423","31.618000000","10.8.0.2","122.13.172.153","17","118"
"424","31.698000000","10.8.0.2","122.13.172.153","17","103"
"425","31.703000000","122.13.172.153","10.8.0.2","17","322"
"426","31.781000000","122.13.172.153","10.8.0.2","17","297"
"427","31.787000000","10.8.0.2","122.13.172.153","17","113"
"428","31.857000000","122.13.172.153","10.8.0.2","17","356"
"429","31.861000000","10.8.0.2","122.13.172.153","17","108"
"430","31.934000000","122.13.172.153","10.8.0.2","17","338"
"431","31.943000000","10.8.0.2","122.13.172.153","17","113"
"432","32.014000000","122.13.172.153","10.8.0.2","17","286"
"433","32.021000000","10.8.0.2","122.13.172.153","17","96"
"434","32.098000000","10.8.0.2","122.13.172.153","17","125"
"435","32.104000000","122.13.172.153","10.8.0.2","17","393"
"436","32.178000000","122.13.172.153","10.8.0.2","17","312"
"437","32.183000000","10.8.0.2","122.13.172.153","17","113"
"438","32.255000000","122.13.172.153","10.8.0.2","17","339"
"439","32.264000000","10.8.0.2","122.13.172.153","17","120"
"440","32.344000000","122.13.172.153","10.8.0.2","17","307"
"441","32.349000000","10.8.0.2","122.13.172.153","17","118"
"442","32.415000000","10.8.0.2","122.13.172.153","17","96"
"443","32.426000000","122.13.172.153","10.8.0.2","17","317"
"444","32.495000000","10.8.0.2","122.13.172.153","17","120"
"445","32.503000000","122.13.172.153","10.8.0.2","17","306"
"446","32.574000000","122.13.172.153","10.8.0.2","17","315"
"447","32.582000000","10.8.0.2","122.13.172.153","17","118"
"448","32.652000000","122.13.172.153","10.8.0.2","17","325"
"449","32.660000000","10.8.0.2","122.13.172.153","17","103"
"450","32.736000000","122.13.172.153","10.8.0.2","17","347"
"451","32.738000000","10.8.0.2","122.13.172.153","17","113"
"452","32.814000000","10.8.0.2","122.13.172.153","17","101"
"453","32.825000000","122.13.172.153","10.8.0.2","17","296"
"454","32.900000000","10.8.0.2","122.13.172.153","17","120"
"455","32.901000000","122.13.172.153","10.8.0.2","17","294"
"456","32.983000000","122.13.172.153","10.8.0.2","17","330"
"457","32.986000000","10.8.0.2","122.13.172.153","17","113"
"458","33.057000000","122.13.172.153","10.8.0.2","17","311"
"459","33.061000000","10.8.0.2","122.13.172.153","17","108"
"460","33.134000000","122.13.172.153","10.8.0.2","17","325"
"461","33.135000000","10.8.0.2","122.13.172.153","17","113"
"462","33.222000000","10.8.0.2","122.13.172.153","17","120"
"463","33.233000000","122.13.172.153","10.8.0.2","17","321"
"464","33.294000000","122.13.172.153","10.8.0.2","17","286"
"465","33.303000000","10.8.0.2","122.13.172.153","17","118"
